85050000.0,-24.71
85050781.25,-25.46
85051562.5,-25.32
85052343.75,-24.81
85053125.0,-23.91
85053906.25,-25.07
85054687.5,-25.3
85055468.75,-24.01
85056250.0,-25.33
85057031.25,-24.99
85057812.5,-24.63
85058593.75,-24.9
85059375.0,-24.76
85060156.25,-25.1
85060937.5,-25.33
85061718.75,-24.7
85062500.0,-24.61
85063281.25,-24.57
85064062.5,-24.79
85064843.75,-25.16
85065625.0,-23.87
85066406.25,-24.79
85067187.5,-23.7
85067968.75,-24.79
85068750.0,-24.86
85069531.25,-24.9
85070312.5,-24.82
85071093.75,-24.64
85071875.0,-24.08
85072656.25,-24.43
85073437.5,-23.66
85074218.75,-24.01
85075000.0,-23.76
85075781.25,-24.67
85076562.5,-23.98
85077343.75,-24.87
85078125.0,-24.62
85078906.25,-24.15
85079687.5,-23.33
85080468.75,-23.96
85081250.0,-24.21
85082031.25,-23.82
85082812.5,-22.78
85083593.75,-24.56
85084375.0,-23.6
85085156.25,-24.65
85085937.5,-23.76
85086718.75,-23.72
85087500.0,-22.43
85088281.25,-22.92
85089062.5,-23.55
85089843.75,-24.21
85090625.0,-23.98
85091406.25,-23.45
85092187.5,-23.75
85092968.75,-23.79
85093750.0,-22.76
85094531.25,-23.35
85095312.5,-23.15
85096093.75,-23.69
85096875.0,-23.45
85097656.25,-23.56
85098437.5,-23.08
85099218.75,-23.23
85100000.0,-23.16
85100781.25,-23.16
85101562.5,-23.37
85102343.75,-23.36
85103125.0,-22.76
85103906.25,-23.13
85104687.5,-22.85
85105468.75,-22.96
85106250.0,-23.43
85107031.25,-22.79
85107812.5,-22.51
85108593.75,-23.38
85109375.0,-23.43
85110156.25,-23.87
85110937.5,-24.34
85111718.75,-24.44
85112500.0,-23.37
85113281.25,-24.0
85114062.5,-24.07
85114843.75,-23.99
85115625.0,-23.93
85116406.25,-23.64
85117187.5,-24.35
85117968.75,-24.04
85118750.0,-23.8
85119531.25,-24.38
85120312.5,-23.58
85121093.75,-24.12
85121875.0,-23.56
85122656.25,-24.25
85123437.5,-24.05
85124218.75,-23.96
85125000.0,-24.54
85125781.25,-23.58
85126562.5,-23.04
85127343.75,-24.7
85128125.0,-24.23
85128906.25,-24.75
85129687.5,-24.25
85130468.75,-24.83
85131250.0,-24.91
85132031.25,-22.91
85132812.5,-24.97
85133593.75,-25.25
85134375.0,-23.87
85135156.25,-24.96
85135937.5,-24.8
85136718.75,-25.54
85137500.0,-24.9
85138281.25,-25.29
85139062.5,-24.49
85139843.75,-24.96
85140625.0,-24.59
85141406.25,-25.03
85142187.5,-25.27
85142968.75,-25.18
85143750.0,-25.29
85144531.25,-24.97
85145312.5,-24.84
85146093.75,-25.14
85146875.0,-25.2
85147656.25,-25.44
85148437.5,-24.38
85149218.75,-25.0
85150000.0,-25.0
