88050000.0,-25.78
88050781.25,-25.56
88051562.5,-25.13
88052343.75,-25.2
88053125.0,-25.8
88053906.25,-25.69
88054687.5,-25.82
88055468.75,-25.9
88056250.0,-25.21
88057031.25,-25.57
88057812.5,-25.59
88058593.75,-25.14
88059375.0,-25.07
88060156.25,-25.49
88060937.5,-25.18
88061718.75,-25.72
88062500.0,-25.41
88063281.25,-25.58
88064062.5,-25.5
88064843.75,-25.14
88065625.0,-25.22
88066406.25,-25.68
88067187.5,-25.59
88067968.75,-24.22
88068750.0,-25.46
88069531.25,-25.38
88070312.5,-24.95
88071093.75,-24.47
88071875.0,-24.03
88072656.25,-24.18
88073437.5,-24.6
88074218.75,-25.03
88075000.0,-23.99
88075781.25,-25.03
88076562.5,-24.6
88077343.75,-24.69
88078125.0,-24.74
88078906.25,-24.53
88079687.5,-24.46
88080468.75,-24.55
88081250.0,-24.74
88082031.25,-23.74
88082812.5,-23.67
88083593.75,-23.63
88084375.0,-23.94
88085156.25,-24.24
88085937.5,-23.77
88086718.75,-24.09
88087500.0,-22.0
88088281.25,-23.86
88089062.5,-23.98
88089843.75,-22.86
88090625.0,-23.24
88091406.25,-22.94
88092187.5,-22.82
88092968.75,-23.66
88093750.0,-23.38
88094531.25,-22.8
88095312.5,-22.64
88096093.75,-22.32
88096875.0,-23.39
88097656.25,-22.76
88098437.5,-22.7
88099218.75,-22.01
88100000.0,-22.02
88100781.25,-22.02
88101562.5,-22.9
88102343.75,-22.66
88103125.0,-22.77
88103906.25,-22.64
88104687.5,-22.21
88105468.75,-22.37
88106250.0,-23.23
88107031.25,-23.57
88107812.5,-23.44
88108593.75,-22.89
88109375.0,-22.9
88110156.25,-23.5
88110937.5,-23.52
88111718.75,-24.07
88112500.0,-24.0
88113281.25,-23.41
88114062.5,-24.32
88114843.75,-23.94
88115625.0,-24.68
88116406.25,-24.0
88117187.5,-23.88
88117968.75,-24.57
88118750.0,-24.32
88119531.25,-24.18
88120312.5,-24.38
88121093.75,-24.78
88121875.0,-25.06
88122656.25,-25.19
88123437.5,-24.5
88124218.75,-25.01
88125000.0,-24.24
88125781.25,-24.53
88126562.5,-24.84
88127343.75,-24.45
88128125.0,-25.06
88128906.25,-23.61
88129687.5,-24.33
88130468.75,-24.7
88131250.0,-24.48
88132031.25,-25.01
88132812.5,-24.78
88133593.75,-24.91
88134375.0,-24.66
88135156.25,-24.73
88135937.5,-25.65
88136718.75,-25.83
88137500.0,-25.65
88138281.25,-24.74
88139062.5,-25.54
88139843.75,-25.4
88140625.0,-25.25
88141406.25,-24.9
88142187.5,-25.46
88142968.75,-25.93
88143750.0,-24.0
88144531.25,-25.95
88145312.5,-24.31
88146093.75,-25.23
88146875.0,-25.44
88147656.25,-25.45
88148437.5,-25.24
88149218.75,-25.15
88150000.0,-25.15
